"estimate","std.error","2.5%","97.5%","lag","match_size","lead","time"
-0.0125125229071873,0.013170563260833,-0.0382066818990392,0.0121822118105223,5,1,1,"t+0"
-0.0121313957802413,0.0173157797042805,-0.0461168453939394,0.021421448756202,5,1,1,"t+1"
-0.0142586635393329,0.0135080008617848,-0.0417383917232005,0.0101235987877667,5,1,3,"t+0"
-0.0127427158023824,0.0172306490763601,-0.0490861044906647,0.0221446552895818,5,1,3,"t+1"
0.00829331828315212,0.0206586769945966,-0.0321008280182589,0.047943535171327,5,1,3,"t+2"
0.0190184596563852,0.0253159272482285,-0.0330648683809643,0.0679722748610178,5,1,3,"t+3"
-0.0137753953918503,0.0132302125206796,-0.0393348107169352,0.0124977622214057,5,1,5,"t+0"
-0.0125149654922544,0.0172769335665648,-0.0459205484692245,0.0193351813014093,5,1,5,"t+1"
0.00829981071561178,0.0200275492536801,-0.0303463035986997,0.0481624170352263,5,1,5,"t+2"
0.0200846553342087,0.0245394246623912,-0.0283049212460908,0.0691925275801487,5,1,5,"t+3"
0.0193961495285107,0.0232877201453624,-0.0265087209691931,0.0651095841788884,5,1,5,"t+4"
0.0119725585034555,0.0260814808727655,-0.0390689056128807,0.0607719448957893,5,1,5,"t+5"
-0.0132586480786182,0.0132036980856821,-0.0393620438367936,0.011577519724903,5,1,7,"t+0"
-0.0119735483857934,0.0171424546071785,-0.0469200400878037,0.0220616784839922,5,1,7,"t+1"
0.00965711802323136,0.0198403690124039,-0.028653082439958,0.0489987070350742,5,1,7,"t+2"
0.0211814300692516,0.0238514324307786,-0.0239986371061393,0.0703982768873839,5,1,7,"t+3"
0.0202235625385763,0.0240482286048261,-0.0240184653982143,0.0688306923809017,5,1,7,"t+4"
0.013712136511352,0.0271116453601399,-0.0374381963717674,0.0660633575704461,5,1,7,"t+5"
0.0156747543545939,0.0284075597871189,-0.038594436314663,0.0764785891015324,5,1,7,"t+6"
0.00754667929784558,0.025436162875974,-0.0422698854233892,0.0577778261935579,5,1,7,"t+7"
-0.0116844656004182,0.0135438472597938,-0.0408399367641503,0.0125217082896052,5,1,9,"t+0"
-0.0102633124848219,0.0172332686714792,-0.0464348086336958,0.0225095835248108,5,1,9,"t+1"
0.0114951219871242,0.0197599368017109,-0.0279814826975893,0.0501190753660991,5,1,9,"t+2"
0.0234937213480182,0.0241282573158977,-0.0253812096622865,0.0698985074642298,5,1,9,"t+3"
0.0234219973979301,0.0240233085366387,-0.024271833096161,0.0702793442058419,5,1,9,"t+4"
0.0168310610331781,0.0264213242419318,-0.0334355224091649,0.0683518288803319,5,1,9,"t+5"
0.0179942030262137,0.0282000818118571,-0.0365511343082294,0.0715770962043186,5,1,9,"t+6"
0.0111859673746743,0.0253486061272145,-0.0379130940724609,0.0602715634955208,5,1,9,"t+7"
0.0141489503021448,0.0267013707266485,-0.0391411372312017,0.0649366849376562,5,1,9,"t+8"
0.0192318213639837,0.0292511390904961,-0.0403787539094772,0.0747779632945727,5,1,9,"t+9"
