"def_lag","buf_def_perc","soil","capitals","towns","dem","slope","fric","IL_ha","mm_annual","mm_Aug_Sep","temp_Aug_Sep","Cerrado","Caatinga","Pampa","lag","match_size","lead","time"
0.0951090698646449,-0.0112974396560639,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.127662310350959,0.164335797881843,0.162001562737256,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_5"
0.0935281448701324,0.0177633597717492,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.103892677278371,0.171413939391102,0.191404675155179,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_4"
0.0857796277232784,0.0148335849413143,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.161856898637561,0.16690887979285,0.155592068863005,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_3"
0.064866538907315,-0.0411842046698253,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.183476046914113,0.180370664952678,0.147975171412244,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_2"
0.0320311773177343,0.00297235741688907,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.188078767603627,0.0898638080983545,0.16867114961531,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_1"
0.0204492803352917,-0.0268860781401302,0.0537587537260054,0.096492966488459,0.131193043799885,0.0510177119998201,0.0347441518791149,0.202195424519546,0.123901019664224,0.173570001807832,0.0911900869261438,0.1770096676188,-0.0519552138215821,-0.0557024718015986,-0.214976252169154,5,1,1,"t_0"
0.0940489281066769,-0.0205274227003399,0.0590642261803878,0.112235552371356,0.150027547480809,0.0514216995630225,0.0400652417957726,0.234037430946888,0.139481721750685,0.142156833656593,0.181063967705599,0.180188862482921,-0.0645928433211104,-0.0585451965384205,-0.237101021314782,5,1,3,"t_5"
0.0941876222927158,0.00867131536195566,0.0590642261803878,0.112235552371356,0.150027547480809,0.0514216995630225,0.0400652417957726,0.234037430946888,0.139481721750685,0.121045058591308,0.192847349423763,0.209525010986327,-0.0645928433211104,-0.0585451965384205,-0.237101021314782,5,1,3,"t_4"
0.0902575975879853,0.00682973018773317,0.0590642261803878,0.112235552371356,0.150027547480809,0.0514216995630225,0.0400652417957726,0.234037430946888,0.139481721750685,0.180301933676957,0.183485416863146,0.17308271248144,-0.0645928433211104,-0.0585451965384205,-0.237101021314782,5,1,3,"t_3"
0.0786168740439195,-0.0476701980109987,0.0590642261803878,0.112235552371356,0.150027547480809,0.0514216995630225,0.0400652417957726,0.234037430946888,0.139481721750685,0.199420453599192,0.194978696424042,0.165479259955549,-0.0645928433211104,-0.0585451965384205,-0.237101021314782,5,1,3,"t_2"
