"def_perc","buf_def_lag_perc","soil","capitals","towns","dem","slope","fric","IL_ha","mm_annual","mm_Aug_Sep","temp_Aug_Sep","Cerrado","Caatinga","Pampa","lag","match_size","lead","time"
-0.0140885236620392,0.0452766896708853,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.0410664646814011,0.0941081534688727,-0.0582584440509075,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_5"
-0.112040308210331,0.0407893927787824,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.0673696933576012,0.07567113136944,-0.0475747242205127,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_4"
-0.085205000507497,0.0506877239479597,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.0077712954903312,0.135082023627641,-0.0774933352397789,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_3"
-0.0220392487294768,0.0815905070329749,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.00255331523840731,0.149805182349243,-0.0856699668628047,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_2"
-0.0539027923115249,0.0292570109103178,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.0211307742340679,0.0389240031212211,-0.0559594454690875,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_1"
-0.0398404772787594,0.0322063123946595,0.0279950495540437,-0.0697462328360242,0.0611113343257415,0.0680671236793502,0.0774775951439319,0.0262477947081905,0.0557103826031153,-0.0563550414318791,0.0748996445493463,-0.0746732412147454,0.0154394173386667,0,0.0283411742271603,5,1,1,"t_0"
-0.0350125902860307,-0.0840716320088328,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.138264597681317,0.0990687696940964,-0.0611003193704639,0.023159126008,0.0942857205590175,0,5,1,3,"t_5"
-0.103524800934768,0.0203923284924459,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.132546604756018,0.0998516416691812,-0.0474416480688469,0.023159126008,0.0942857205590175,0,5,1,3,"t_4"
-0.0807425916717209,-0.00811369108076744,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.0987461036289121,0.175252572624528,-0.0820081105570206,0.023159126008,0.0942857205590175,0,5,1,3,"t_3"
-0.0245978718737374,0.00804897527683414,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.0996335448756994,0.15532286181754,-0.0744929532649334,0.023159126008,0.0942857205590175,0,5,1,3,"t_2"
-0.053660707760533,-0.159539015189197,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.107550413873323,0.0592063254434186,-0.0657080366480914,0.023159126008,0.0942857205590175,0,5,1,3,"t_1"
-0.0995518535366002,-0.102294190126859,0.0316043286701022,0.0280278363351693,0.0749990829931696,0.124633557084459,0.059373855997397,-0.0299166569338945,0.100978029586987,-0.1437882018556,0.093794465997348,-0.0725972370360709,0.023159126008,0.0942857205590175,0,5,1,3,"t_0"
-0.136864137158518,-0.0988202471581783,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,-0.00506558883003417,0.146330203376854,-0.00642510941812769,-0.0463182520160001,0,0,5,1,5,"t_5"
-0.130263279013142,-0.0499105318118644,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,0.00115845084636138,0.178500240152646,-0.00805110717577902,-0.0463182520160001,0,0,5,1,5,"t_4"
-0.15189523698363,-0.0889524105149933,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,0.0155640917715906,0.178867344989629,-0.0191723335389717,-0.0463182520160001,0,0,5,1,5,"t_3"
-0.0397566174507054,-0.00387354032364667,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,0.0538731824898137,0.181248194349425,-0.0364788245996459,-0.0463182520160001,0,0,5,1,5,"t_2"
-0.0618997887502219,-0.085821285465193,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,0.0706431931467586,0.0664373010455545,-0.0188641569567738,-0.0463182520160001,0,0,5,1,5,"t_1"
-0.108199278209933,-0.0448185397167552,0.00161954832130832,0.0385450646139736,0.132559814932983,-0.0383031512626279,-0.0820852370718465,0.139828225760942,0.172871778725909,0.0122197170229698,0.0806626843262926,-0.0176145809099652,-0.0463182520160001,0,0,5,1,5,"t_0"
-0.0254376121675708,0.0210744787217548,-0.142080660587919,-0.0263830475013605,0.0182106551073621,-0.0637734290636582,-0.0519401082416517,0.000257163240119438,0.189898195721116,0.0104437441834104,0.22773774376105,-0.0375003982384951,0,0.0353571452096316,0.0283411742271603,5,1,7,"t_5"
