"def_lag","buf_def_perc","soil","capitals","towns","dem","slope","fric","IL_ha","mm_annual","mm_Aug_Sep","temp_Aug_Sep","Cerrado","Caatinga","Pampa","lag","match_size","lead","time"
0.1232904128051,0.0179533946388441,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,0.0167281748584875,0.11357578080934,0.0400333740667954,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_5"
0.104445188347763,0.0375528749013824,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,-0.00892022764243366,0.142149061357619,0.0591523494154348,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_4"
0.0875783398188998,0.0657712284450366,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,0.0260713629075468,0.119571888610682,0.0215224905534262,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_3"
0.059359871074167,0.0562348158756192,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,0.0632086061951961,0.132331914749706,0.0249333380260206,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_2"
0.0365647432634796,0.070840920961,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,0.0680393762313368,0.100218023201271,0.0368420783518201,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_1"
0.038877431829282,0.0242641647281064,-0.0196428074970108,0.0170517535375067,0.0112871176978488,-0.00134851988196117,-0.0217821626049814,0.0564901917462362,0.0240478168754519,-0.0199027115362074,0.0693154577309949,0.0352920710374661,0.0540379606853334,-0.0235714301397544,-0.085023522681481,5,1,1,"t_0"
0.100451301389552,0.0396764812145175,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.0427704969205862,0.189919026494153,-0.0998363155739836,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_5"
0.102907406962019,0.0260821261001789,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.0234918062971539,0.204732377427307,-0.0905583212085564,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_4"
0.102445088682395,0.0270636924051429,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.0143319310607001,0.249584163083165,-0.118930314178847,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_3"
0.0835884800636072,-0.0114500393446324,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.103386269627945,0.251418442215838,-0.122148791462451,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_2"
0.0649252381418419,0.053331419131076,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.121572981521071,0.223266137439297,-0.113438151901137,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_1"
0.0757725271378877,0.0394299948518594,-0.0881497014883523,0.014108787970358,0.0174633043345843,0.052783174813866,0.0939856418842768,0.0603990729960517,0.115303531131626,0.0393313434191487,0.181972949094817,-0.109462038511927,-0.0617576693546668,-0.0942857205590175,-0.085023522681481,5,1,3,"t_0"
0.0568300391231131,-0.00191326073175759,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,-0.00641808847795397,0.176109851262682,-0.0353381017997021,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_5"
0.0823392970406057,0.0311321412956773,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,0.0263812980813902,0.197538643013129,-0.0252179307406633,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_4"
0.0784673316091407,0.0638437473487376,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,0.0294118415596556,0.268671974739699,-0.065371472744171,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_3"
0.0907476407017777,-0.0528052050341845,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,0.0592404516122117,0.172023728205507,-0.0590170882832655,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_2"
0.0683659658615933,0.0324506774159259,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,0.0820188223174151,0.184359495604035,-0.0439319628456411,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_1"
0.0952302106542281,0.0383886892929212,-0.0705197611906819,0.0453715387786319,0.0803076440416085,0.0559678020783145,0.0449677655190215,0.0429462610999459,0.166865943513329,-0.00226247450420468,0.0935679189164612,-0.0620284884900918,0.0154394173386667,-0.0825000054891403,-0.0566823484543207,5,1,5,"t_0"
