"estimate","std.error","2.5%","97.5%","lag","match_size","lead","time"
-0.0310990839339976,0.025278637501077,-0.0774697036797259,0.0174273170081635,5,1,1,"t+0"
0.0167702887560332,0.0400947046332538,-0.0596341707661828,0.0986039035780021,5,1,1,"t+1"
-0.0307819284981462,0.0246994589030135,-0.0810788669179854,0.0133161265258416,5,1,3,"t+0"
0.0183582377101519,0.0399895880852953,-0.0531963907687247,0.102414776707962,5,1,3,"t+1"
0.0480854921880837,0.0361834471308458,-0.0167251533317471,0.126877207585917,5,1,3,"t+2"
0.0164671830332116,0.0292743509872312,-0.0450288682521643,0.0757397875468095,5,1,3,"t+3"
-0.0347426742889492,0.0248927618380891,-0.0844464049611446,0.0155157679871264,5,1,5,"t+0"
0.0137345079661629,0.040410809084764,-0.0576025913573879,0.0972373623983069,5,1,5,"t+1"
0.0450239508551263,0.0362096905307468,-0.0238699731369718,0.120317393726968,5,1,5,"t+2"
0.0146642036235936,0.0299334086079956,-0.046737627424938,0.0738589806173369,5,1,5,"t+3"
0.0115749039091229,0.0301555258990791,-0.0505947723051234,0.0667098868962219,5,1,5,"t+4"
-0.00827816125705089,0.0324302117498408,-0.0793456409570658,0.0487398085667793,5,1,5,"t+5"
-0.0337190584679388,0.0244139709219952,-0.0816257233346583,0.0125233947144995,5,1,7,"t+0"
0.0159811940725188,0.0395594696151759,-0.0532491033994586,0.098661598072347,5,1,7,"t+1"
0.0434838396097747,0.0351649584419325,-0.0235314220548809,0.112378353437159,5,1,7,"t+2"
0.0113682541282878,0.0291243014326729,-0.0456610123414508,0.066435083537698,5,1,7,"t+3"
0.0113531539328606,0.0280178439621287,-0.0473974268787405,0.0631071506407398,5,1,7,"t+4"
-0.00585788165227974,0.0307903440185377,-0.0695179101595091,0.0511541436147466,5,1,7,"t+5"
-0.0102835815258537,0.0318501440641389,-0.0755577693879354,0.0489145858474196,5,1,7,"t+6"
0.0157640323640893,0.0354010847046689,-0.0552082089704625,0.0873241704908783,5,1,7,"t+7"
-0.0327517404875107,0.0249437508102963,-0.0822402666142908,0.0135239987077644,5,1,9,"t+0"
0.0179086939205326,0.0406291581971243,-0.0504236319686706,0.111312468287708,5,1,9,"t+1"
0.0471757272236975,0.0380682276463926,-0.0223006271488583,0.128528772096614,5,1,9,"t+2"
0.0143071164898583,0.0292659218084026,-0.0403230355636368,0.0704085832793795,5,1,9,"t+3"
0.0136804052025556,0.0287384316268423,-0.0416417136817443,0.0674173795492671,5,1,9,"t+4"
-0.0051542943793224,0.0313603453025591,-0.0657033728086659,0.0581690409738645,5,1,9,"t+5"
-0.00895222217101031,0.031692090871149,-0.0705341196302933,0.0531041190695895,5,1,9,"t+6"
0.0178671261518573,0.03510331161947,-0.0449681727433331,0.0881199954957277,5,1,9,"t+7"
0.0520117087207856,0.050650216271749,-0.0409104801637676,0.158115306305045,5,1,9,"t+8"
0.0211152894569153,0.0364145192783391,-0.0492589935311467,0.0908927875003325,5,1,9,"t+9"
