system:index,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,BUFF_DIST,CONS_OBJ,DESIG,DESIG_ENG,DESIG_TYPE,GIS_AREA,GIS_M_AREA,GOV_TYPE,INT_CRIT,ISO3,IUCN_CAT,MANG_AUTH,MANG_PLAN,MARINE,METADATAID,NAME,NO_TAKE,NO_TK_AREA,OBJECTID,ORIG_FID,ORIG_NAME,OWN_TYPE,PARENT_ISO,PA_DEF,REP_AREA,REP_M_AREA,STATUS,STATUS_YR,SUB_LOC,SUPP_INFO,Shape_Area,Shape_Leng,VERIF,WDPAID,WDPA_PID,layer,path,poly_ha,.geo
0_00000000000000000198,31.26934346984953,29.204469717772007,28.407542180780567,27.9748299095404,27.617291477899737,27.301401387566482,27.009907180901486,26.830207475334156,26.549623953435194,26.250390976160602,25.618547850042535,25.226158087825507,24.91417840085971,24.455342608836403,24.379840446961367,24.26553380496441,24.115362393404332,24.032116702547402,23.96271485214455,23.851692775606473,23.738288747237558,23.72440685765016,23.635065687116487,23.553472832241326,23.477530345791134,23.341832405698945,23.269125699217035,23.25115696056958,23.231570037595947,23.21034157964916,23.171975181944077,23.058568026429374,22.97365551837272,22.91079956109733,22.86998237719841,22.76714322149774,22.721440021546574,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.5804619897,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoha Pora,Not Applicable,0.0,409,408,Tekoha Pora,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-PR,Not Applicable,0.0713824488558,0.965018219672,State Verified,5.55542623E8,555542623,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9516,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a0,348.88550413520977,347.8411039114699,343.09594655305375,328.91644502015015,311.8955751782063,294.1792392138474,282.83342614581346,273.4406985936443,265.70629075068655,244.75747667809412,244.153722384157,243.88593963488876,230.67703941289022,225.4202224955973,213.5220858752877,209.53331405573496,206.6157107728101,200.8078930199016,196.06121980977935,186.67077284783235,183.12105532180996,179.80438934960924,176.46272223602625,174.56237745745347,171.87000032318144,168.8181695535059,166.1071363884146,155.6896334474772,150.62305795395224,148.30255470008026,146.5726970524956,145.90011179472776,144.54093164721255,144.15265768688,144.06607814006506,144.02680362450081,144.00270296452766,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,104.692918739,10.9289030465,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,1,905,Tremembé de Sao José e Buriti,Not Reported,0.0,417,416,Tremembé de Sao José e Buriti,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-CE,Not Applicable,0.0675569483257,0.938456374069,State Verified,5.55542634E8,555542634,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,10400,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a1,96.99938340245912,96.75717716784035,88.4769540564503,78.83816560152019,70.43636865548442,64.16526745163405,61.794810446316525,59.65373760941968,57.0084878399647,55.26744203856714,53.88943357510904,51.20060121346019,49.50684728848638,48.40709495887997,47.68739492337664,47.87626276509576,47.1114417913668,46.64615328007302,45.347375377146406,45.086822063855195,45.043278888224606,44.81242794521526,43.998468128145284,43.59649606569076,43.854185481739364,43.89517341209151,44.28776329550938,43.8941257498677,43.699043996869634,43.51957596754464,43.36819430856073,43.26261486508926,43.42294191523365,43.90100545361817,43.81957039684855,43.32322081804509,42.11565290377777,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,90.730512667,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Petim/Arasaty,Not Applicable,0.0,418,417,Petim/Arasaty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-RS,Not Applicable,0.0737552960742,0.981684741687,State Verified,5.55542635E8,555542635,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a2,132.57075498838617,132.37363465025138,112.28255548532334,85.93196499312593,75.14734754167493,67.93095042737663,63.6062911997952,61.670953818254695,59.81299348014447,59.444030376938606,58.705744719276545,56.71382753414436,52.518892521048734,50.336563444119314,48.6454723626792,46.249232778563,45.78385610256791,45.68782564153137,45.546492979990944,46.17960542886667,47.84614634059545,48.29699154685945,48.18849572814581,48.18505533556712,48.19470500239032,48.53499991368259,49.052737414496264,48.55550339710162,48.756508446455534,48.667656240514205,48.36947951068638,48.257741657808296,48.74273593891472,49.60572368115374,49.39629685554162,48.28105941014774,45.36811175101365,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,90.7488252112,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Arroio do Conde,Not Applicable,0.0,419,418,Arroio do Conde,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-RS,Not Applicable,0.0737458214231,0.981617925902,State Verified,5.55542636E8,555542636,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a3,54.41827535810421,54.34708458820673,40.80400812004079,34.47571319525715,32.29954296082035,30.3224157564808,29.402062605593343,27.131147652520834,26.538392166451377,26.173897716194965,25.959508953621693,25.355093720966014,24.77225700721664,24.412687565393135,24.06691448710144,24.067691922915312,23.960904057070504,23.9763663925197,23.87106393786884,23.80539695593167,23.896593536572,23.925253223543457,23.96940194169098,24.412640889573204,24.599933917222042,24.622235806080152,24.753430506932855,24.66140179378732,25.199981355589024,25.12567772503475,25.08576260697234,25.092423776273797,25.40731993466018,25.484688472502,25.373180817349596,25.197981660281894,24.617981355872608,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,90.4469474023,43.5625967426,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,1,905,Passo Grande,Not Reported,0.0,420,419,Passo Grande,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-RS,Not Applicable,0.0739022529871,0.982722183461,State Verified,5.55542637E8,555542637,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a5,727.2587761398679,726.6313454538766,716.7138361209057,713.3747864717477,708.2288991616908,701.6951128963674,694.7520768267075,690.8447051628937,687.7255152964716,684.8906871215713,683.1460558456407,679.9587175833399,677.114880373354,671.5772937023003,665.9270237786463,655.5640951872699,650.6689181226943,644.7939011738192,641.1015598242855,637.9813635834544,635.9425993306419,634.7753625752607,631.9343359408425,627.6376429930391,624.9408763709755,621.9373531425795,618.7471636273156,613.9864936131577,611.9094792353866,608.2228654331432,604.459607393959,602.7515750409611,601.5577488878821,601.0004415771723,600.6996033241944,600.5642731382788,600.0962213563222,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,103.725845092,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Pankará da Serra do Arapuá,Not Applicable,0.0,422,421,Pankará da Serra do Arapuá,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-PE,Not Applicable,0.0679290247587,0.941017951066,State Verified,5.55542639E8,555542639,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,10306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a7,523.1061665845733,512.227322673296,507.04255810978924,503.8800194010753,498.0316122294089,492.7259125759095,487.909205167396,484.0675093170481,480.50645406460706,476.80558221018356,473.5931369392307,470.1706526803958,468.60478155971583,467.38830278992066,465.9416624784129,464.8977282136602,464.00635459579973,462.35724702324484,462.25227033522384,460.7556406756756,460.07554354618964,458.93190580367514,457.78341746184526,456.83752037247336,455.8990290874053,455.0893823034061,454.55014969589195,453.7070618066044,453.17233300086576,452.6579946782944,452.287726643198,452.0299317849619,451.68732219896197,451.56516548080936,451.57064977297995,451.354976984588,450.47824623219424,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.2151878891,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Pindoty,Not Applicable,0.0,424,423,Tekoa Pindoty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0715521178883,0.96620531847,State Verified,5.55542641E8,555542641,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9480,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a8,238.345003050142,234.66587942080656,231.03707074506087,226.80788293678552,225.0740889851885,222.82870418950435,221.56930607143823,220.18149294800264,219.12732807812296,218.18111179087447,215.7404122024139,211.85731665967234,209.12703607189314,205.53262671959038,202.0611091588073,199.47837267089065,197.43085729705365,195.5227763880997,194.17306188294833,192.15431803122638,189.1358227681358,187.2441501823107,184.54044413407448,183.43051742911445,182.17373183441683,181.33832150417157,180.00938176931248,178.56483087755862,177.99724380854056,177.02302689280367,175.37670039240282,174.29032068226763,173.1854508463348,172.64730962347676,170.5690831151556,169.53876801388105,166.0387041830097,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,96.185184061,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Guaviraty,Not Applicable,0.0,425,424,Tekoa Guaviraty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.071104717808,0.963075250347,State Verified,5.55542642E8,555542642,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001a9,466.35860627581195,455.77941326174874,450.9199149542552,448.1854808404453,444.14928063500196,441.2864012701543,438.77742510611915,436.39640709652264,434.49675440216674,432.9081497892949,430.97332250341077,427.78765269798276,426.5673441224707,425.1248746814801,423.80780966680817,422.82149794234516,422.187197956496,421.03942077887626,420.7716247480578,419.9185895028827,419.3474022801597,418.592954775293,417.7725615847939,417.04207487442164,416.29405413863145,415.3963711070025,414.8612545748871,414.13124319907126,413.51518368427566,412.79653296545956,412.2472551836838,411.8215540288451,411.42676690018635,411.3957978403721,411.15731434530966,410.8618874298971,409.48612547666903,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.220919338,0.588426139727,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Guaviraty,Not Applicable,0.0,426,425,Tekoa Guaviraty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0715494307343,0.966186505158,State Verified,5.55542643E8,555542643,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9481,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001aa,464.99591909786784,458.1710115333417,451.6955067195565,446.898486653556,444.59423314477596,442.31546455001273,440.69806200635105,439.32929575689576,438.3715769756061,437.9700301403304,435.73088467799766,431.37403410269235,430.3340725392107,427.5765294088553,426.1978937798914,424.62637725558204,423.759881909211,423.0501176693356,422.61530305648455,421.81539627860496,420.7739253962163,419.95781914938834,419.0687783604541,417.71266275331413,417.0045631714684,415.89952771678463,415.0014472417308,414.11132257846464,413.2113840605823,411.82506014012665,410.65064109282673,410.02850671526437,409.56321825717555,409.5505047034383,409.12107289391184,408.79295197203464,405.8729266039109,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.2754208838,2.5228092798,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Itapua,Not Applicable,0.0,427,426,Tekoa Itapua,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0715240230242,0.96600865557,State Verified,5.55542644E8,555542644,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9486,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ab,460.33987372527247,458.33118486176284,451.5031657220933,447.6493398937763,446.13961053009865,445.1287073417425,444.6528778573776,444.40271105845795,444.0209217177119,443.9972965838619,442.1274247049861,438.2582366252113,437.5633828953627,434.9815963395014,433.7283031815859,432.0686428928764,431.3127736155228,430.93006255768444,430.6753370277659,430.3723220514512,429.76636544667986,429.3222485795317,428.8565719414801,428.02201478134316,427.6918840723582,427.1484281909534,426.73957461379473,426.35298015888293,425.8121875466371,424.78091695493646,423.84480483082723,423.4594389287368,423.09960690065566,423.04828367138015,422.66140665581577,422.4545348342824,417.1886024024557,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.3088059864,3.13346789097,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Jejyty,Not Applicable,0.0,428,427,Tekoa Jejyty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0715086286382,0.965899932559,State Verified,5.55542645E8,555542645,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9489,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ac,648.0313707412437,642.3646153956104,634.102910835933,630.5089898794703,627.1556375030407,625.3169886663638,622.7411470736257,620.8202940919202,619.4686448244086,618.0439638759228,614.1332403453634,609.4335292505781,606.0973925518778,603.7030181815277,600.5386506249037,597.7834496631391,596.9955185059723,596.2319003474,595.2829391094178,594.2320577062701,593.5788455321627,592.2467114339453,591.5605041733228,590.771681839832,589.296139006646,588.9931324331579,588.3012530927073,587.6805609405461,586.7683801128804,585.9386535235874,584.4955843572006,583.4324397165713,582.2514950839106,581.9867265203014,581.1340384789802,580.7059872025279,579.5526515774196,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.6243465955,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Uruity,Not Applicable,0.0,429,428,Tekoa Uruity,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0713622224509,0.964876731371,State Verified,5.55542646E8,555542646,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9520,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ad,587.9312195247014,580.296479957451,568.5666647503153,563.0580592424277,558.3525279852176,554.5501645789375,551.3972196522259,548.8911916779488,546.7180839554446,543.1812352103143,539.3631905623728,532.8563371302469,529.1272112880016,526.1789282604534,522.9355980080115,520.3079001643097,519.5012504849415,518.7640976703141,517.7152224747381,516.4994822498052,515.4877510866911,514.0028858444753,513.1676247016827,511.98841430905145,510.4047269159477,509.87968610515793,508.8458144882226,507.97946746508376,506.8055015115177,505.71403486493887,504.03756570220696,502.99652371468346,501.91030909021174,501.6577402072525,500.7888151733336,500.22679150161133,490.8391120431459,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.5690939174,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Jaikoaty,Not Applicable,0.0,430,429,Tekoa Jaikoaty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0713877811482,0.965055535211,State Verified,5.55542647E8,555542647,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9514,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001ae,696.2519795898186,689.3708904140946,682.0971401893917,681.7871474502613,678.1460316349267,675.4325781036493,674.3618472808655,673.4228070804313,671.68129714606,670.2792661578137,667.7037322553061,666.463288207453,664.4086911938316,664.0541660722785,662.2130784057714,661.4249086631261,660.8479626324155,659.9187024177986,659.737495846649,659.3436610608342,659.0340339939867,658.4826628062999,657.7025871455214,657.0172967303405,656.3775745041411,655.4723954255159,653.7183599022471,653.1284952853042,652.0631402501207,651.6309708964684,651.6086193647956,651.4239816621676,651.1838742294935,651.0882160021878,650.7606753273424,650.5286302624493,650.2966153553567,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.6356034032,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Amba Pora,Not Applicable,0.0,431,430,Tekoa Amba Pora,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0713570142789,0.96484029649,State Verified,5.55542648E8,555542648,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9521,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001af,490.13147277620624,473.5518525094241,460.2434184873279,459.6413311633551,453.7485616487295,446.8776632654961,443.3583176698594,440.65591636674094,436.3965236829647,432.38178633719195,427.778335602921,424.48705016323396,420.4104916980152,419.4401709020893,415.8751994913287,414.17515879088825,413.2149303417247,411.0326209647945,410.59092706820655,408.96281873808397,407.93584397857234,406.3690217676126,405.0192248190133,403.5543382182058,402.0576385804895,400.2152524965626,397.8055474422489,396.68626990650824,395.3492907320181,394.3645113443897,393.9284053272696,393.6124138470855,393.18170912704744,393.0037931521463,392.8655274980416,392.63868292266477,391.7976215568749,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,95.4939038381,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Tekoa Peguaoty,Not Applicable,0.0,432,431,Tekoa Peguaoty,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0714225949223,0.965299110665,State Verified,5.55542649E8,555542649,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9507,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001b0,323.8012657493331,322.67360206898616,322.2565072964392,321.87842071162333,321.77211951643187,321.3184675580401,321.0324380754238,320.6379630372171,320.3145495642335,319.9540808620796,319.8055531564728,319.6992224723331,319.53201617955233,319.43692312629304,319.3100028472342,319.2660741122524,319.22391328929353,319.1638383195041,319.0802259655589,319.00474408207316,318.9195082522997,318.8854185249437,318.7725798425708,318.68652726829094,318.589083419658,318.56960772196516,318.5460713673508,318.49981074412074,318.4155051355939,318.3838615998274,318.2386106292443,318.1209594128116,318.08038164700224,317.9830029202547,317.81805657796895,317.59132675440134,313.8365889897251,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,94.9477079366,14.5683132201,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,1,905,Ilha do Cardoso,Not Reported,0.0,433,432,Ilha do Cardoso,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.071677170619,0.967082528182,State Verified,5.5554265E8,555542650,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9454,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001b1,610.8440868164356,609.1841969534084,608.4734878124602,607.843175841991,607.4863801698102,606.3802718084207,605.9703815466557,605.2989382314895,604.4320540605295,603.8061545472779,603.2388914434734,602.961388838436,602.6884523568656,602.5894949901685,602.2609380590178,602.1757550570037,602.0542721601018,601.9261043914249,601.8230581939152,601.600530863506,601.5218338990285,601.4772073951224,601.3709186937674,601.2264727770806,601.1266596466487,601.0674232809872,600.9358177523625,600.639334057782,600.4291020663284,600.1727393084582,599.9967378267033,599.8919551361946,599.7691973169062,599.5506038252029,599.0233949630326,598.5309898705702,592.9219665357459,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,94.8947079361,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Rio Branquinho,Not Applicable,0.0,434,433,Rio Branquinho,Not Reported,BRA,1,0.0,0.0,Proposed,2010,BR-SP,Not Applicable,0.0717020615874,0.967256853198,State Verified,5.55542651E8,555542651,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,9449,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000001b4,688.5330308912605,679.2322488453897,649.7586510161495,627.8434797910054,616.7622178827307,604.8065397446034,594.2148626319165,576.9998158648801,562.4738024785557,547.0428604801709,530.9779659005635,513.5475890783296,487.01358416217766,466.2097401710038,454.7812373032847,442.31697845864693,434.02170420083667,420.49965972353186,395.99314204203233,369.1422083899336,356.0129708676392,344.34061360443707,335.3286161724851,322.94450943602254,314.51329217221354,309.15621898187226,307.4078577216273,303.0415000093297,294.49695806200066,289.47401494990015,279.7365964253468,267.33752381939854,264.722465515796,263.02255471917937,260.8280092927576,256.93108790667645,249.19666808221328,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,104.765723754,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Maracaxi,Not Applicable,0.0,437,436,Maracaxi,Not Reported,BRA,1,0.0,0.0,Proposed,2011,BR-PA,Not Applicable,0.0675290825678,0.938265250143,State Verified,5.55542658E8,555542658,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,10407,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000cb,36.77988536586539,34.99303443949405,33.61234266925193,32.816993401133125,32.514118552371215,32.321752909172815,31.954172957125454,31.764822942769516,31.242954911956108,30.993242044201242,30.680715738563645,30.489315909143365,30.147920496846297,29.96425670553964,29.841187346618327,29.714272024251002,29.563126358591543,29.49666758344509,29.372645383677053,29.330492662546668,29.286728594553473,29.22270383289564,29.04849000985084,28.954475744408906,28.919624363610584,28.766428398290508,28.662858282966294,28.621529330756793,28.494301362678204,28.4083895295484,28.312446416206352,28.185218274775686,28.097842598750546,28.04431503673163,27.900039007678874,27.782525794055807,27.709576149951825,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,2.64901401124,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Avá-Guarani do Ocoí,Not Applicable,0.0,204,203,Avá-Guarani do Ocoí,Not Reported,BRA,1,2.31887,0.0,Designated,1983,BR-PR,Not Applicable,0.0402847958495,0.715897443333,State Verified,352502.0,352502,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000bd,110.6046296578453,108.74553481459989,106.89312567506428,105.7392380466834,104.77280010173642,103.93984092496723,103.71867309928376,103.47656167558401,103.11438596412674,102.99940782081883,102.70722930110642,102.43659089455414,102.11606554932177,101.86177592572524,101.75115094775867,101.24513229787185,101.03713648124437,100.77111580067272,100.64807015475914,100.51842350749209,100.25762780491713,100.08926278056414,99.97177007845649,99.88360018865865,99.7939344232526,99.6087572771068,99.48172268146325,99.42723322321135,99.35620018759197,99.2810895379008,99.14405747906297,99.06317937829402,98.99219587660184,98.97816218861355,98.94564692823063,98.61592706470287,98.36610480904275,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,7.82501440049,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Rancho Jacaré,Not Applicable,0.0,190,189,Rancho Jacaré,Not Reported,BRA,1,7.775349,0.0,Designated,1984,BR-MS,Not Applicable,0.0390615759093,0.704776828895,State Verified,352486.0,352486,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,779,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000be,70.18546150308994,68.67130667237876,66.88602750142238,65.47112685456341,64.33498845783426,63.31454244366987,63.064419997686,62.80271540997534,62.200852886598796,62.09765606720182,61.22551351610024,60.90931485289161,60.503132469224894,60.37440268740408,60.26955696493091,59.71314900613475,59.52166373716395,59.23369736048349,59.06851022914193,58.87930774038301,58.57686403837108,58.396116072245235,58.31109775419087,58.271472992411056,58.21864300235977,58.133611553934465,58.01554944321657,57.93217039756198,57.872727787698594,57.79100415751082,57.653982317972385,57.541758765665186,57.473263700052364,57.46088144797716,57.454279650858005,57.41134991776468,57.32056166105072,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,7.44558970867,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Guaimbé,Not Applicable,0.0,191,190,Guaimbé,Not Reported,BRA,1,7.169316,0.0,Designated,1984,BR-MS,Not Applicable,0.0389498134678,0.701630356075,State Verified,352487.0,352487,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,741,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007f,32883.34084275844,32844.39955492668,32794.444247894826,32731.72360128416,32663.470634637,32616.377341281262,32546.72952706742,32498.235724006743,32434.29238236658,32319.310052687026,32153.425719046536,31969.852908700886,31754.976479776,31636.94595979208,31549.637391598164,31465.245343263156,31400.515647592096,31278.93511088646,31055.304156249593,30880.72588942504,30757.596514598183,30698.80754525258,30661.59615994014,30576.51044352883,30554.899239862112,30540.669679024144,30511.183056524165,30477.911406285344,30444.57951224496,30415.1888539582,30332.817997131064,30271.198060572813,30222.384928682124,30183.21667775196,30154.899505358677,30108.177044644835,29826.552354765292,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,26566.1255426,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Parque do Xingu,Not Applicable,0.0,128,127,Parque do Xingu,Not Reported,BRA,1,26420.039374,0.0,Designated,1987,BR-MT,Not Applicable,2.9096249941,7.93663021551,State Verified,352412.0,352412,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,2643615,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000124,325.29520340833545,324.89087292824024,324.0510554525434,323.72622878207625,323.11437671096155,322.37166674023666,322.07291938278144,321.88837707772313,321.57507567079745,320.02928507476815,319.6584491084065,319.4550676715942,319.0544323849247,318.8578923496566,318.69882525665395,318.43746616795653,318.06379524148576,317.9234549072265,317.7311078535615,317.43049551502327,317.2616701918082,317.0876855269487,316.89679181967136,316.52473117440456,316.4041462820982,316.3468233818044,316.2550743633786,316.10660424208476,315.7156353446223,315.54673643556544,315.4791577129488,315.36645537671166,315.33288215863297,315.3072022084343,314.9747156953366,314.84513729622824,314.80821770107406,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,7.93412882091,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Guarani do Ribeirão Silveira,Not Applicable,0.0,293,292,Guarani do Ribeirão Silveira,Not Reported,BRA,1,9.484,0.0,Designated,1987,BR-SP,Not Applicable,0.0386807244269,0.701014076867,State Verified,5.55542502E8,555542502,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,790,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000011e,123.06056187246672,121.0377099126589,96.76994981287604,83.84791161566496,77.24566501666436,72.52775494230083,68.81078495813473,66.60113004590026,63.31708559124651,61.69490249666052,59.35807605942136,57.44770181421427,55.62070134362286,54.190563092539584,53.38517458255152,52.849412750521616,51.974919730225544,51.13770069527543,50.163591979272105,49.56475970972237,48.6895478768365,47.9832788801,47.14076813454255,47.113392460714394,47.109859134481475,46.430079448818255,46.158068415126785,45.984970403469184,45.680442629452024,45.456663225795815,45.27468824074143,45.10724865180035,44.813170211159544,44.6912844830712,44.54555609897705,44.347726477272985,44.09768312650645,10.0,Not Applicable,Terra Indígena,Indigenous Area,National,27.5832861643,0.0,Indigenous peoples,Not Applicable,BRA,Not Reported,Not Reported,Not Reported,0,905,Wassu-Cocal,Not Applicable,0.0,287,286,Wassu-Cocal,Not Reported,BRA,1,27.580938,0.0,Designated,1988,BR-AL,Not Applicable,0.045319246577,0.757437518727,State Verified,352599.0,352599,IL,C:\Users\tpt590\Desktop\Indigenous tenure\IL.shp,2741,"{""type"":""MultiPoint"",""coordinates"":[]}"
